Start,End,Open,High,Low,Close,Volume,Market Cap
2023-12-31,2024-01-01,7.384659562173624,7.691107686130059,7.213926941245947,7.213926941245947,267409054.7456446,4467144057.20209
2023-12-30,2023-12-31,7.543255254578509,7.813116579385999,7.3413928280364935,7.383943252906551,449166087.9790941,4509388423.881533
2023-12-29,2023-12-30,7.8138748976077235,7.836445855213301,7.3946633018487375,7.563785311882398,761221178.9059234,4583321430.8223
2023-12-28,2023-12-29,7.282370608011402,8.2337892283427,7.282370608011402,7.821245058000094,685447683.6794425,4624299160.8013935
2023-12-27,2023-12-28,7.338053786106858,7.427017664833708,7.0196661109122855,7.253720734232797,675852962.4494773,4324793399.815331
2023-12-26,2023-12-27,6.964471839373494,7.77261598278477,6.679594984997518,7.349493247289674,557464704.0034844,4266402728.4216027
2023-12-25,2023-12-26,6.869323980044982,7.124326847644639,6.682137684975492,6.9787481818438675,575566524.3519164,4105699584.839721
2023-12-24,2023-12-25,6.357549056853576,7.160396018361129,6.3279414496477395,6.869185762134956,494784378.14634144,4041291399.878049
2023-12-23,2023-12-24,6.399715576406488,6.4277341609616885,6.122849382138571,6.351704874030033,388509434.4808362,3725183627.4006968
2023-12-22,2023-12-23,6.188890855415904,6.484162769602045,6.154960214250881,6.420791745798904,322221069.3867596,3778077761.1881533
2023-12-21,2023-12-22,5.921863961594676,6.191437179690304,5.873088505001376,6.174535228433973,239785585.7770035,3585315704.944251
2023-12-20,2023-12-21,5.836137341313501,6.103728797971153,5.808953510485207,5.929841572525005,209611458.0487805,3565430754.567944
2023-12-19,2023-12-20,5.9324040857926565,6.035428770613249,5.7777685858793175,5.839174370131992,261337862.85365853,3550449925.3519163
2023-12-18,2023-12-19,6.079505923188032,6.117543973812949,5.638718723513373,5.935615046040519,282230901.358885,3499390975.3205576
2023-12-17,2023-12-18,6.174834761020648,6.2633402737303365,6.066322510417392,6.079481400554655,211787425.32752612,3698415140.8850174
2023-12-16,2023-12-17,6.051538913417995,6.240628698924877,5.964327864557993,6.156529824617752,247288267.4878049,3682517868.839721
2023-12-15,2023-12-16,6.349443295094782,6.353977692450199,6.002379017923399,6.029110598658165,346219610.4181185,3647512680.773519
2023-12-14,2023-12-15,6.29837032188525,6.473815724169265,6.199540179065771,6.360305903822026,386634006.6759582,3718443759.780488
2023-12-13,2023-12-14,6.233224779665919,6.329039325678058,5.989712850364272,6.296501706036139,364316537.0629371,3611808652.6923075
2023-12-12,2023-12-13,6.107589790894271,6.311501707007661,6.104827905129735,6.234952322721199,424141384.5644599,3653010146.958188
2023-12-11,2023-12-12,6.604465098601519,6.614584494044421,5.926382741708715,6.08973912780532,501889472.193662,3646800273.2394366
2023-12-10,2023-12-11,6.850325999430143,6.850325999430143,6.466256250179952,6.602754824467134,572392196.8188154,3913903833.912892
2023-12-09,2023-12-10,6.531551842374593,7.036858792865376,6.531551842374593,6.848876843896634,604094200.8885018,3953572151.752613
2023-12-08,2023-12-09,6.303274814028372,6.545511395219787,6.273371372371447,6.538083554500713,485782877.70383275,3760475796.728223
2023-12-07,2023-12-08,6.000825319270842,6.339574163780778,6.000825319270842,6.289162613843893,432003276.5261324,3615005417.1777005
2023-12-06,2023-12-07,6.283392145436103,6.284359040571844,5.981802594785474,5.994922848361335,523545897.7456446,3592031654.9686413
2023-12-05,2023-12-06,6.088166725494355,6.330927292710405,5.9908463239378635,6.260666694637171,569216529.0418118,3615691703.087108
2023-12-04,2023-12-05,6.046642996160928,6.274010839797466,5.944182933766744,6.093479275528855,619110625.3414634,3589163098.3763065
2023-12-03,2023-12-04,6.175762476992046,6.243828096831922,5.985776024231465,6.061244435200917,405517961.8292683,3591797695.12892
2023-12-02,2023-12-03,6.012199427493816,6.188102024431322,6.010379900067939,6.180434258693126,339406959.6585366,3587903594.512195
2023-12-01,2023-12-02,5.947966276192312,6.09665703233624,5.912842692750591,6.013452403364271,411036457.8006993,3547351133.391608
2023-11-30,2023-12-01,6.004369651741528,6.029055315502685,5.861782470155751,5.952534284161492,439379130.9479167,3487019221.017361
2023-11-29,2023-11-30,6.153290688080005,6.376119421379139,5.988182406809727,6.006484649656028,468199181.78125,3639620921.0416665
2023-11-28,2023-11-29,6.290908870394617,6.546811468351968,6.106972477107106,6.1592059793523655,623156794.6944444,3666132284.4479165
2023-11-27,2023-11-28,6.177601760221752,6.347680323386613,5.938560919759962,6.287698096200428,442281307.77351916,3599256962.142857
2023-11-26,2023-11-27,6.177946611550655,6.199836992340252,5.875931396299362,6.172196899324009,301311250.25614035,3585195587.536842
2023-11-25,2023-11-26,6.162119041826722,6.313867126528027,6.076296994256178,6.173678034733601,452890576.70383275,3635320302.0278745
2023-11-24,2023-11-25,6.344290054164286,6.570128584065056,6.095564626945435,6.166711093261639,818152648.3554007,3664438114.243902
2023-11-23,2023-11-24,6.141101205909048,6.419504284674223,6.079181840983618,6.351746979412888,1021254929.261324,3674215160.9825783
2023-11-22,2023-11-23,4.880546979639016,6.266672069423904,4.880546979639016,6.1097718657048805,571011246.912892,3243553916.205575
2023-11-21,2023-11-22,5.1817540294422795,5.262928203500127,4.871854617169344,4.888174060571448,272426692.0696864,2993981088.43554
2023-11-20,2023-11-21,5.222774799274977,5.3444820252257035,5.118558871341358,5.179063387217929,230992437.6794425,3073619230.7038326
2023-11-19,2023-11-20,5.04636188914091,5.237416816884893,4.961046788133187,5.2337129653884675,243012080.8815331,2993236070.1463413
2023-11-18,2023-11-19,5.096253827366781,5.158751277192743,4.839419817918925,5.06525334984041,292477866.3902439,2951709917.8327527
2023-11-17,2023-11-18,5.191347385086765,5.379766200135355,4.86951550348651,5.084682397532317,350411249.5644599,3029787096.1045294
2023-11-16,2023-11-17,5.390463047178812,5.568508573356296,5.125075557883785,5.218185243848765,343989425.5644599,3172169811.770035
2023-11-15,2023-11-16,5.075491983431834,5.38321815532888,5.075491983431834,5.381856470094751,317983934.0313589,3086069867.2125435
2023-11-14,2023-11-15,5.236149032406826,5.3051413499345434,4.896839646952114,5.05783052245099,327955564.9651568,3037976411.268293
2023-11-13,2023-11-14,5.400314774022333,5.623002002124481,5.217720997308603,5.251806889779128,321170296.3414634,3187356384.097561
2023-11-12,2023-11-13,5.3915350125047405,5.518988038845459,5.224738869542797,5.414826217383572,334354000.5400697,3167597441.6480837
2023-11-11,2023-11-12,5.2587461016322665,5.526452404773977,5.180940384097024,5.396869546658093,389528140.6759582,3163754975.944251
2023-11-10,2023-11-11,5.116286377770287,5.335716764988271,5.082446064128836,5.271573464734178,545907862.1463414,3065050232.365854
2023-11-09,2023-11-10,5.176371339723913,5.359553692561572,4.829609793034343,5.145513109099994,414863679.33101046,3008940364.1533103
2023-11-08,2023-11-09,4.930084067483497,5.259203916223439,4.908932225978555,5.192736926965222,291729909.25783974,3000325352.672474
2023-11-07,2023-11-08,5.089213333843971,5.089213333843971,4.8015366752447,4.935609370836404,307408403.4390244,2919476167.7874565
2023-11-06,2023-11-07,4.778540222777487,5.152800662633735,4.684658795381459,5.114546283816724,326733798.4250871,2913137676.2160277
2023-11-05,2023-11-06,4.72907142634123,4.896839713970986,4.649949070868557,4.780784113761205,254692520.05923346,2815429548.8466897
2023-11-04,2023-11-05,4.654787696763735,4.7821899683927445,4.62204935870121,4.71149102932789,295044806.21254355,2767380065.714286
2023-11-03,2023-11-04,4.672807761361353,4.76215071642886,4.4906908768840195,4.670183008731605,568579280.7003484,2722792181.264808
2023-11-02,2023-11-03,4.844107797591044,4.889788643583835,4.531370723857345,4.696799552407344,955314240.3449477,2745093220.9512196
2023-11-01,2023-11-02,4.141895625105355,4.8525585574491945,4.037874368061654,4.760740144847486,372082736.0174216,2509654556.4181185
2023-10-31,2023-11-01,4.181095991240099,4.245501825240382,4.033492226561696,4.153894958015697,268140708.1184669,2442957314.9477353
2023-10-30,2023-10-31,4.167498975758657,4.2293642967719896,4.0974567796808135,4.180544088216705,229473479.21254355,2451372623.7630663
2023-10-29,2023-10-30,4.079645427865632,4.213460530635004,4.047716311171702,4.154958113798865,161713880.3902439,2438313648.4181185
2023-10-28,2023-10-29,4.033639323358487,4.1355782885187935,4.032378721728572,4.081054051564431,192586718.6445993,2408375973.815331
2023-10-27,2023-10-28,4.102909284693416,4.14254808310554,3.969005359316678,4.0305085445017,285374144.83623695,2392573569.12892
2023-10-26,2023-10-27,4.164747458668974,4.369971383190679,4.014397008709856,4.103079409338291,345544292.97894734,2463003089.6877193
2023-10-25,2023-10-26,4.210342914034196,4.332619775653808,4.13524591214487,4.169164745233544,353598075.68292683,2484798947.8536587
2023-10-24,2023-10-25,4.381853698998098,4.490394527099973,4.1323233274359525,4.213351528935636,395677981.27874565,2534127716.7665505
2023-10-23,2023-10-24,4.218422258668475,4.414148376952369,4.20631367825055,4.367184193733679,238084006.40069687,2518792022.574913
2023-10-22,2023-10-23,4.140736448471213,4.241369489882274,4.100561221669943,4.205981742073464,146540180.12195122,2438015815.6132402
2023-10-21,2023-10-22,3.999268208685184,4.1550900616241675,3.9659783727921156,4.136746861598881,142041747.03832752,2387764762.56446
