Start,End,Open,High,Low,Close,Volume,Market Cap
2023-07-19,2023-07-20,25.5397,26.948,25.4349,26.3998,3467496046.8675957,10611987786.543554
2023-07-18,2023-07-19,26.7562,27.0613,24.891,25.5661,4114417962.7212543,10389611116.81533
2023-07-17,2023-07-18,27.4113,28.459,25.8849,26.9021,3496833717.8745646,10957156735.700348
2023-07-16,2023-07-17,27.7016,28.57,26.9409,27.4262,4075816079.8885016,11178621705.505226
2023-07-15,2023-07-16,26.7327,29.0289,26.623,27.3652,6463678375.609756,11256537901.216028
2023-07-14,2023-07-15,25.9713,30.0831,25.3321,26.7565,9355394358.972126,11194086666.250872
2023-07-13,2023-07-14,21.9545,26.4517,21.5142,26.0046,3696321902.8536587,9348834472.731707
2023-07-12,2023-07-13,22.0554,22.7066,21.8746,21.996,2171591701.641115,8914462255.477352
2023-07-11,2023-07-12,21.3247,22.2867,21.2463,22.0907,2601083738.2891984,8830317302.271776
2023-07-10,2023-07-11,21.3358,21.761,20.6133,21.3299,2368651840.139373,8465871574.167248
2023-07-09,2023-07-10,21.8414,22.325,21.1095,21.3666,2977356696.1114984,8632885345.658537
2023-07-08,2023-07-09,21.4965,22.4001,21.3519,21.9068,4887078298.620209,8723107475.763065
2023-07-07,2023-07-08,19.6796,21.5905,19.3611,21.4506,6410902199.02439,8243413718.236934
2023-07-06,2023-07-07,19.0304,20.9836,18.9885,19.9038,2970295053.857143,7967491701.04878
2023-07-05,2023-07-06,19.1783,19.4125,18.6244,19.1989,1631685401.8188152,7626745592.916376
2023-07-04,2023-07-05,19.2502,20.0854,19.1745,19.3576,1386754878.163763,7793090903.1777
2023-07-03,2023-07-04,19.4543,19.6093,19.0574,19.4198,2044310473.8188152,7753632239.7735195
2023-07-02,2023-07-03,18.737,19.7994,18.5982,19.5604,2037694552.4181185,7680908472.271777
2023-07-01,2023-07-02,18.9422,18.989,17.9663,18.8017,3589512408.9094076,7375952638.700349
2023-06-30,2023-07-01,17.9908,19.9127,17.7284,18.9835,4451407673.574913,7524148714.369338
2023-06-29,2023-06-30,15.9768,18.2691,15.9152,18.1015,2333871254.7108016,6850650840.278746
2023-06-28,2023-06-29,16.6079,16.6079,15.855,16.1438,2089710224.0836236,6494991203.205575
2023-06-27,2023-06-28,16.2554,17.1378,16.2096,16.8689,1008432743.9442508,6686536365.672474
2023-06-26,2023-06-27,16.8785,17.3564,16.3416,16.6242,780636008.5156795,6739158052.724739
2023-06-25,2023-06-26,16.65,18.3475,16.6292,17.3313,1702236684.3519163,6958612742.648084
2023-06-24,2023-06-25,17.1299,17.556,16.7011,17.0359,1062380191.9372822,6869808739.02439
2023-06-23,2023-06-24,16.6886,17.7284,16.5082,17.3782,874367451.261324,6788382623.45993
2023-06-22,2023-06-23,17.2847,17.7331,16.8388,16.9483,1018948587.087108,6905146126.432055
2023-06-21,2023-06-22,16.5915,17.5901,16.5915,17.4703,1076200889.5609756,6805148690.602787
2023-06-20,2023-06-21,16.0926,16.9305,15.9969,16.9305,884723449.3379791,6499589478.317073
2023-06-19,2023-06-20,15.4938,16.4075,15.4646,16.4075,717048998.5818815,6322686872.498258
2023-06-18,2023-06-19,15.668,16.2863,15.505,15.9112,693428764.2508711,6337196732.76655
2023-06-17,2023-06-18,15.3063,16.1667,15.2333,16.0127,1025362449.6829268,6311502200.12892
2023-06-16,2023-06-17,14.7289,15.6555,14.6646,15.6182,1087012374.5156794,6009625964.832752
2023-06-15,2023-06-16,14.4734,15.1932,14.3747,14.975,1276551657.3414633,5891224350.421603
2023-06-14,2023-06-15,15.0564,15.6251,14.5001,14.7661,1076181203.4947736,6059409269.285714
2023-06-13,2023-06-14,15.2177,16.0096,14.9814,15.2539,1295051683.2857144,6110824842.790941
2023-06-12,2023-06-13,15.5311,15.741,14.9488,15.3956,1391276267.6794424,6110973066.8013935
2023-06-11,2023-06-12,15.6072,16.261,15.2938,15.7669,2172553304.5470386,6231303953.606272
2023-06-10,2023-06-11,17.3763,17.3763,13.7061,15.7298,2892616373.2412586,6096906501.475525
2023-06-09,2023-06-10,18.9304,19.5522,17.4041,17.6444,855929727.8641115,7433960222.303136
2023-06-08,2023-06-09,18.6195,19.3505,18.3627,19.2529,966455806.5853659,7508239948.623693
2023-06-07,2023-06-08,20.3912,20.6036,18.8317,18.9443,1052435694.5191637,7873537840.087108
2023-06-06,2023-06-07,20.0306,21.2391,19.4588,20.7042,1222025316.3519163,8017895781.02439
2023-06-05,2023-06-06,21.833,22.0891,19.6911,20.2874,1063540070.4634147,8426994735.149826
2023-06-04,2023-06-05,21.2997,22.6375,21.2052,22.1889,601276919.7839721,8754108711.574913
2023-06-03,2023-06-04,21.3168,21.8711,21.2123,21.8677,536088692.22299653,8533848251.536586
2023-06-02,2023-06-03,20.5588,21.7955,20.4828,21.7219,652145227.6620209,8460237574.853659
2023-06-01,2023-06-02,20.8757,21.2506,20.5857,21.0139,633479377.7142857,8319312975.8223
2023-05-31,2023-06-01,21.3066,21.3689,20.6848,21.2687,879374627.5783972,8314988823.456446
2023-05-30,2023-05-31,20.6262,21.6431,20.5714,21.5589,842775333.1010453,8421596442.376307
2023-05-29,2023-05-30,20.8553,21.0795,20.5844,21.0325,749215492.1045296,8278957395.606272
2023-05-28,2023-05-29,20.9899,21.4545,20.3959,21.1711,788306519.0763888,8251147874.579861
2023-05-27,2023-05-28,20.0242,21.0615,19.4533,20.9764,452514842.0972222,7957597946.388889
2023-05-26,2023-05-27,19.78,20.0926,19.2887,20.0292,513054145.2692308,7818466306.548951
2023-05-25,2023-05-26,19.5719,19.8158,18.9686,19.7813,776060749.2350878,7751528131.631579
2023-05-24,2023-05-25,20.4777,20.4777,19.2158,19.5835,789368139.53125,7775728194.545139
2023-05-23,2023-05-24,20.0243,20.5242,19.5335,20.484,723034602.59375,7983336608.090278
2023-05-22,2023-05-23,20.1687,20.2647,19.5004,20.0306,694277089.6180556,7893997134.194445
2023-05-21,2023-05-22,21.0697,21.0697,20.0871,20.1662,423984080.0381944,8134317327.177083
2023-05-20,2023-05-21,21.0065,21.0666,20.3187,21.0666,436208635.1006944,8185906195.25
2023-05-19,2023-05-20,20.7713,21.0093,20.3663,20.9909,612424487.8263888,8200791894.934028
2023-05-18,2023-05-19,21.4274,21.4274,20.531,20.76,745467016.2326388,8285318102.041667
2023-05-17,2023-05-18,21.1119,21.518,20.6609,21.429,716861261.9444444,8318547212.475695
2023-05-16,2023-05-17,21.3779,21.3779,20.8022,21.1085,714568237.9965278,8337416875.065972
2023-05-15,2023-05-16,21.4839,21.7717,20.7553,21.3816,723662050.3929825,8499032431.680702
2023-05-14,2023-05-15,21.2818,21.6032,20.7618,21.4799,639728090.3611112,8397758342.642361
2023-05-13,2023-05-14,21.1825,21.4143,20.8877,21.2881,912253264.3159722,8354074443.822917
2023-05-12,2023-05-13,20.4802,21.1902,19.984,21.1729,1026036099.34375,8073659320.246528
2023-05-11,2023-05-12,21.1991,21.1991,20.0097,20.5459,1219159100.2986112,8099904035.930555
2023-05-10,2023-05-11,21.0678,21.5321,20.3913,21.2296,921857760.9479166,8293628215.798611
2023-05-09,2023-05-10,20.9396,21.2775,20.676,21.0762,1098540720.554007,8245335308.923345
2023-05-08,2023-05-09,22.1115,22.1115,20.4793,20.9678,1288289393.5590277,8409215319.645833
2023-05-07,2023-05-08,22.2371,23.0738,21.8961,22.2732,834252223.0729166,8844948706.809029
2023-05-06,2023-05-07,23.0783,23.2481,21.8938,22.2616,1225276234.2465277,8874529247.538195
2023-05-05,2023-05-06,22.0577,23.216,21.7618,23.0489,964574120.0069444,8825593238.534721
2023-05-04,2023-05-05,22.4677,22.5075,21.8766,22.0378,1176226270.3819444,8721137864.13889
2023-05-03,2023-05-04,22.6362,22.6362,21.4797,22.4603,941259708.5333333,8590470132.61111
2023-05-02,2023-05-03,22.2244,22.7147,21.884,22.6437,910159366.0729166,8736816973.989584
2023-05-01,2023-05-02,23.0103,23.0103,21.8334,22.2273,1235083080.5381944,8748242452.92014
2023-04-30,2023-05-01,23.4768,24.0829,23.1106,23.2338,1006693036.5208334,9239362666.239584
2023-04-29,2023-04-30,23.5478,23.8885,23.2676,23.4339,1321671975.7256944,9210499755.434029
2023-04-28,2023-04-29,22.5595,23.6229,22.3041,23.543,1210753409.5833333,8959506211.538195
2023-04-27,2023-04-28,21.4691,22.677,21.2382,22.576,1789773285.292683,8649262904.585365
2023-04-26,2023-04-27,22.208,23.0758,20.8724,21.4554,1190070420.3541667,8734663292.041666
2023-04-25,2023-04-26,21.7176,22.2262,20.9657,22.2262,929536171.8472222,8375474365.854167
2023-04-24,2023-04-25,21.7752,22.1334,21.3311,21.7227,993471512.6215278,8504548339.118055
2023-04-23,2023-04-24,22.182,22.4115,21.303,21.7931,742176133.4618056,8587950398.711805
2023-04-22,2023-04-23,21.4843,22.2861,21.1131,22.193,981929255.5694444,8493721290.524305
2023-04-21,2023-04-22,22.3472,22.3933,21.348,21.4913,1359523009.4340277,8636217991.020834
2023-04-20,2023-04-21,22.8567,23.1137,21.7659,22.364,1687513961.0069444,8859560445.947916
2023-04-19,2023-04-20,25.0053,25.0053,22.5573,22.8519,1549538542.6527777,9297800037.39236
2023-04-18,2023-04-19,24.7161,25.5288,24.169,25.0295,1422300225.3159723,9767299294.15625
2023-04-17,2023-04-18,25.566359686910122,25.987361283159327,24.48792957672769,24.6878,1903805292.9901907,9861892028.7217
2023-04-16,2023-04-17,24.31243011479012,25.63563949364793,23.994059253266336,25.539182226793315,911922091.200326,9627469080.654661
2023-04-15,2023-04-16,24.8628,24.8628,24.05895873050815,24.310289799954386,1420707801.072669,9552263498.678108
2023-04-14,2023-04-15,24.5604,25.5108,23.9126,24.8952,2243558796.933798,9720054114.665756
2023-04-13,2023-04-14,23.8712,25.1104,23.6928,24.5322,2934123909.3333335,9540306646.962275
2023-04-12,2023-04-13,23.0974,24.3669,22.4294,23.88428536410965,3510522846.2222223,9088578668.458755
2023-04-11,2023-04-12,21.3453,23.73141520830395,20.8666,23.1222,1617369269,8705969021.876099
2023-04-10,2023-04-11,20.933594174025924,21.3841,20.25894995035112,21.2955,428085045.6666667,7992721845.4199915
2023-04-09,2023-04-10,20.6375,20.9921,20.0702,20.9252,468527891.2891986,7906864345.482144
2023-04-08,2023-04-09,21.0608,21.068039010388528,20.3822,20.6292,410478822.5555556,8033335732.625351
2023-04-07,2023-04-08,21.1157,21.1157,20.4909,21.0747,514236763.7777778,8019112515.190513
2023-04-06,2023-04-07,21.3089,21.3089,20.6565,21.0923,661240466.4444444,8083131223.281213
2023-04-05,2023-04-06,21.2744,21.4296,20.8682,21.2949,764765480.8888888,8181148724.129274
2023-04-04,2023-04-05,20.714291341321186,21.3599,20.3682,21.2638,949884930.6666666,8062493862.384064
2023-04-03,2023-04-04,20.9697,21.161210882277874,20.12441757207585,20.689108848286917,753052956.4571428,7917618884.104694
2023-04-02,2023-04-03,21.515130719037426,21.515130719037426,20.7188,20.9748,539287848.3333334,8099098742.232291
2023-04-01,2023-04-02,21.47798266328526,21.618277897183983,21.011,21.522063282983776,772430116.6666666,8152238537.471195
2023-03-31,2023-04-01,20.78327179328362,21.71762137307872,20.249966044241088,21.47070053668531,911432060,7987577771.840508
